query,id,description,timestamp,utc_time,original_item,video_id,video_height,video_width,video_duration,video_ratio,video_cover,video_origin_cover,video_dynamic_cover,video_reflow_cover,video_bitrate,video_format,video_quality,author_id,author_unique_id,author_nickname,author_avatar,author_signature,author_verified,author_secret,author_following_count,author_follower_count,author_heart_count,author_video_count,author_digg_count,music_id,music_title,music_author_name,music_original,music_play_url,music_duration,music_album,digg_count,share_count,comment_count,play_count,duet_from_video_id,duet_from_user_id,duet_from_user_name,duet_from_user_is_commerce,challenges_titles,challenges_descriptions,stickers_texts,effect_stickers_names,duet_enabled,stitch_enabled,share_enabled,is_ad
test,7241604490317679898,fermez les yeux pour une belle experience 😌😌 Dites moi en commentaire vos reponses  #psychologie #test #quiz #personnalité #emotions #france #comportement #testdepsychologie ,1686067442,2023-06-06T16:04:02,false,7241604490317679898,956,576,128,540p,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oEI0eKfTDEvI1A8jtGoQzPGCYfIwgEbbWhWnDe?x-expires=1693227600&x-signature=eTZJ9Icj7LL0C0gpX40O0dH8%2BFI%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/37cecdd3932547afafb1c7a265c18ab9_1686067446?x-expires=1693227600&x-signature=Nz%2FaHOiyKYbgOJ6y7dAVYPVO%2BLc%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/309aa212c0054b20b547c198d5db920b_1686067446?x-expires=1693227600&x-signature=UQ%2BTAhXhCWoOQ8o9h2NtlcSRYpg%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/oEI0eKfTDEvI1A8jtGoQzPGCYfIwgEbbWhWnDe~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=M63oHAJykS936dLL3zvXxC7Mtt0%3D,1024972,mp4,normal,7180502238564254725,philosoflix,Philosoflix,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/b6fc06770ee9fb03c43d2b01a98f4fce~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=nSTqRpLaLdAlzptFZRIvnt%2BrB8k%3D,Explorateur de la pensée 🌌✨💡,false,false,0,73900,182100,44,32,7109548208107292673,Piano melody for loved ones(1258931),naopapa,false,,404,,66800,2524,1572,1500000,,,,,psychologie|test|quiz|personnalité|emotions|france|comportement|testdepsychologie,|||||||,,,true,true,true,false
test,7267584386051116320,Test de maturité #humour #test #drole ,1692116356,2023-08-15T16:19:16,false,7267584386051116320,1024,576,61,540p,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oYYEEb6biQORnzRQCfvDAdBPpD28Ic7LkMVcf7?x-expires=1693227600&x-signature=Rge5Z0DJr48xt3AwURDrksNR4%2B0%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/8236be0751c64f9cbfa67bc6336264cd_1692116359?x-expires=1693227600&x-signature=x6KzmCk%2BYO%2FXpObGqnUWlcmFtoE%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/4a61c88d914e4df19b11e30e4aa10278_1692116360?x-expires=1693227600&x-signature=rt4WpFMjUvQlyq%2F3JscDnlruthw%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-euttp/oYYEEb6biQORnzRQCfvDAdBPpD28Ic7LkMVcf7~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=t%2FzIIlvDjOjWQf5RIfTMi1Ojax0%3D,969547,mp4,normal,7193816478319461382,cacarrose,CacaRose,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/094013f456400f5957b755535fe4e082~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=ZsUaYAv9D4%2F8ep3YZNQN8%2BkdG6I%3D,"Si t’est mature reste pas ici 😎

Abonne toi on va bien rigoler 🫵🏻😂",false,false,21,17900,269900,75,460,7267584418485979937,son original,CacaRose,true,,61,,13300,312,809,117400,,,,,humour|test|drole,#Humour is a form of therapy||,,,true,true,true,false
test,7226051700384156954,Test de daltonisme 👁️ #quiz #testdevue#testdevue #couleur  #daltonismo #daltonisme #daltonien #test  #vue #pourtoi ,1682446281,2023-04-25T18:11:21,false,7226051700384156954,1024,576,82,540p,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/oIJIQqekLInGXaCAeQGgbdD9IQQejsMGeB4CLE~tplv-dmt-logom:tos-useast2a-i-0068-aiso/b1f6a4119c614b6789f1fe0164f6e44b.image?x-expires=1693227600&x-signature=SdMKr4u5r%2FBD2DFU6qnlehXg%2Bos%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/9cd9828d1b8b4d7ab58e004b581058d0_1682446283?x-expires=1693227600&x-signature=XBnEGJZyXawCNiRBQZgvrJ%2FpXDc%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/73947ba76ff0430e9caf7f6cdfb54cfa_1682446283?x-expires=1693227600&x-signature=zH928QbZM5fi%2FGBhysxMv1t822g%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/oIJIQqekLInGXaCAeQGgbdD9IQQejsMGeB4CLE~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=13Z3hsm1T4Ypz5dNCKWPTnxlPDk%3D,476053,mp4,normal,7202701742273217542,tonioquiz,Tonio Quiz 🧠,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cb8eb716b36cc3d23e6198f3187d7c38~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=enD4kzHDMDJpqAhz8LQi7jGEq14%3D,"🧠 Faites travailler votre cerveau
✉️ tonioquizz@gmail.com

Mes comptes
⬇️⬇️",false,false,26,365400,2100000,239,281,7072513628145977346,Aesthetic,Tollan Kim,false,,134,Aesthetic,37800,351,8422,671400,,,,,quiz|testdevue|couleur|daltonismo|daltonisme|daltonien|test|vue|pourtoi,||||||||,,,true,true,true,false
test,7244227755666197786,Alors de combien est ton QI ? 🤔 Essaie aussi ce quiz @Quiztopher Colomb 🌍 #quiz #culturegenerale #questions #apprendresurtiktok #test #QI #quotientintellectuel #geographie ,1686678218,2023-06-13T17:43:38,false,7244227755666197786,1024,576,79,540p,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-euttp/o8rIQDfBRlnEkAqbIA7i2KsaepdnEB83P6mDRr~tplv-dmt-logom:tos-useast2a-i-0068-euttp/0a3792d8d2344900a65a04928f36f522.image?x-expires=1693227600&x-signature=0mQ4OMxRvlbxL7kGn%2BeUx50myP0%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/9173d241a66a4bd4ac86859f3eabce8c_1686678221?x-expires=1693227600&x-signature=nS7rF%2FomF6rpQvZVR0YVYhDZwkU%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/6259d20823c74307ac1f152534d96a4c_1686678222?x-expires=1693227600&x-signature=t%2FNrrxCbqMgRTeeew5ddqy6htxM%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-euttp/o8rIQDfBRlnEkAqbIA7i2KsaepdnEB83P6mDRr~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=Mo9VfvfAwaL9CX8lKLF33E6tne0%3D,1578148,mp4,normal,7197056319273075717,quiztophercolomb,Quiztopher Colomb 🌍,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d3c8ed0246b66db60fdcc6c7310466e~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=Ujlmc1mHBU07ld4%2FfNMXjeepWkw%3D,"Améliore ta Culture Générale 🧠 à mes Côtés !
👇🏻 Mes Réseaux & Contact 👇🏻",false,false,100,865900,8500000,330,1981,6817312022837872642,Lo-Fi analog beat,Gloveity,false,,183,,17000,117,1541,305400,,,,,quiz|culturegenerale|questions|apprendresurtiktok|test|qi|quotientintellectuel|geographie,"||We've got the questions, you've got the answers.|Apprends en t'amusant, par et pour les grands curieux.euses 💡  Let's go 👉 https://shorturl.at/loDKV||||","Test de QI avec
Quiz de Géographie |Test de QI avec
Quiz de Géographie ",,true,true,true,false
test,7206340881052372229,Fais ce test et découvres qui tu es!  #testpsychologique #jeudesociété #quiestu #jeutiktok #jouonsensemble #funnyvideos ,1677856994,2023-03-03T15:23:14,false,7206340881052372229,1024,576,204,540p,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4hIIkwtQOFEIvCIdEAy7BfhXAyzLoogAAJECA?x-expires=1693227600&x-signature=mIBWBrPXeQXyN8BHf%2FFbj1nlhHI%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/4c07ddf9e86c4f198605112fe2b4c668_1677857031?x-expires=1693227600&x-signature=dnO8NjJiYrJ8cBckThGUQQjH%2B%2FE%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/75c4b3caa09d42be962249df3c18a598_1677857031?x-expires=1693227600&x-signature=8vlljKyAuWesFqzhNnvIeWrqKcU%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o4hIIkwtQOFEIvCIdEAy7BfhXAyzLoogAAJECA~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=4kd%2BCjyX94djPSoZWawl%2F7s4hNs%3D,749773,mp4,normal,7172536096973554694,andreneel,André Neel,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b3894886cce5ddfda7a3be81fc865214~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=GhOIHdper%2B16bFvgWpVWkJ1F1LI%3D,"SELF-CARE : le guide pour prendre soin de soi 
📕 MAINTENANT DISPONIBLE 📕",false,false,197,74700,394400,317,1287,6777274113254754306,Pieces (Solo Piano Version),Danilo Stankovic,false,,85,,82500,9701,3515,1500000,,,,,testpsychologique|jeudesociété|quiestu|jeutiktok|jouonsensemble|funnyvideos,|||||,Fais ce test et découvres qui tu es 🌟,,true,true,true,false
test,7147734377240284421,Alors ? #drole #maturite #pourtoi #fyp #OPPOShadowSkills ,1664211599,2022-09-26T16:59:59,false,7147734377240284421,722,576,81,540p,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/10335f0b9b474f3a9472c4d94aff427b?x-expires=1693227600&x-signature=1PLeBaY28s%2FbC2aGO4skynqkaeo%3D,https://p77-sign-va-lite.tiktokcdn.com/obj/tos-maliva-p-0068/9aa5403f6efb4db28fbce786d7003fb0_1664211600?x-expires=1693227600&x-signature=2oNDQ%2Bh8CrHcAS%2FEKhwmxOuDZ1k%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/4e5e9ef3729247d0a13fc4315d449512_1664211600?x-expires=1693227600&x-signature=I5fDPiPRb5SvEaBIyOlJ1o3fzCk%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/10335f0b9b474f3a9472c4d94aff427b~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=orpNL3dye56SNF3oaMUfvqyFU3Q%3D,306533,mp4,normal,7038216697824560134,95_flashmcqueen_95,QUE LES FAN DE FLASH❤️,https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/25b2af9926ebd199e7a97361ae87c98b~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=R91UgrxeY4rX6sLiNnjUm3jA97I%3D,Non,false,false,394,56600,1000000,372,2219,7147734402918091525,son original,QUE LES FAN DE FLASH❤️,true,,80,,2446,197,89,50600,,,,,drole|maturite|pourtoi|fyp|OPPOShadowSkills,||||,,,true,true,true,false
test,7214562561335823622,Alors test de pureté ,1679771249,2023-03-25T19:07:29,false,7214562561335823622,1024,576,71,540p,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oURQI9DQIBQk8zHbLR8Jfg4HEmYfMEAlnB0RC4?x-expires=1693227600&x-signature=mws%2BaT34k6wS5kB7Wtxd906vSP4%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/831586a93b654849be0bd3637ff6a2b6_1679771252?x-expires=1693227600&x-signature=0P%2BajtDc4AMKJo1V0dtjDq18ebM%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/fbdf67d547a84106a2978b4d1ec2ab4d_1679771253?x-expires=1693227600&x-signature=jck0WC2aPsWwjEfhOR6B7TrPlQk%3D,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oURQI9DQIBQk8zHbLR8Jfg4HEmYfMEAlnB0RC4~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=ANJ%2BXY5faLr1%2F4T5DwB1czBSIJs%3D,2429480,mp4,normal,6807364033604912134,tislash,TiSlash,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e3ad9926f59be5049d3ed9100035fe88~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=z7feYx7Rb9s2yBSWkiJ9IrrsI4I%3D,"7even ici.
Sc : tislash.off
Ig : tislash.off 
📤 tislashoff@gmail.com",false,false,127,1300000,80200000,928,5609,7214562603770612485,son original,TiSlash,true,,71,,88600,472,2581,612300,,,,,,,Baisse un doigt  Version test de pureté ,,true,true,true,false
test,7216425306842762501,Un test de logique 🧠 ,1680204953,2023-03-30T19:35:53,false,7216425306842762501,1024,576,63,540p,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4teshJweIb8Eghj5kZflITzCKplSIjlRLSAAC?x-expires=1693227600&x-signature=Ftb7up2fAtQowPfQiQXpEwLmV9A%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c750b27edf774fb7b6ec21f1744b72ff_1680204968?x-expires=1693227600&x-signature=YNzAU3WcpnTHMpZo5SeIUhfz1Co%3D,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/ac67b04ec8e74c8ea5a73928d0920558_1680204969?x-expires=1693227600&x-signature=xyoOjxU051ttFykV%2FvRsO%2Fh7vMw%3D,https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-p-0068/o4teshJweIb8Eghj5kZflITzCKplSIjlRLSAAC~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=QXEgcbJIeFQKg7NJ%2BTtmjMXlN8I%3D,352565,mp4,normal,6858686694952272902,monsieurastuces,Monsieur Astuces,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e7e815af7daed80f22d006a9504feda0~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=8nwueMoJXvhLJYVB38JM38wW7V0%3D,"Des astuces pour toi 🤓
collabastuces@gmail.com ✉️",false,false,1268,2500000,68900000,3354,507,6817209887651530754,For movie / picture / action / suspense,G-axis sound music,false,,87,,12600,193,987,620500,,,,,,,,Green Screen,true,true,true,false
test,7229374440218365211,As-tu la vue perçante de l’aigle ? 🦅 Essaye la partie 1 de ce test 👉🏻 @docteurquiz #quiz #tiktokacademie #apprendre #culturegenerale #testdevue #vision #couleur #chiffre #vue ,1683219916,2023-05-04T17:05:16,false,7229374440218365211,1024,576,110,540p,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/fd96e66c476743debd79f97282db0f0e_1683219918~tplv-dmt-logom:tos-useast2a-i-0068-aiso/5289b25e80cc4b0b99789955e2939b3d.image?x-expires=1693227600&x-signature=Sm2RqGPbHONRcGTo%2Bm63OzQ3sPY%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/35b348a185894e6fb26192a2791eecce_1683219918?x-expires=1693227600&x-signature=1ddbCCjLEGA5pkBqQMJ9I6UxADU%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/e3173425dcc442e1b2df53460aa00a6e_1683219919?x-expires=1693227600&x-signature=qJAdxVZSxBhHZ84l2ZmqdiN4nD8%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/fd96e66c476743debd79f97282db0f0e_1683219918~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=8DCkepsETYOonLZTCOxdfeW6y90%3D,321004,mp4,normal,7211607675561378821,docteurquiz,Docteur Quiz 👩🏼‍⚕️,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7e2ef8ed71f09548deefc858ad865a65~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=LZGdUk84ruBem0TWlcWIlpDGhvE%3D,"Quiz de Culture Générale
🌍👁️🇬🇧🧠⚽️
Suis-moi pour apprendre 💪🏻",false,false,17,130200,764500,112,1458,6817312022837872642,Lo-Fi analog beat,Gloveity,false,,183,,72700,937,9734,1100000,,,,,quiz|tiktokacademie|apprendre|culturegenerale|testdevue|vision|couleur|chiffre|vue,|Le challenge du savoir et de la connaissance par excellence !|||||||,"Test de Vue|Test de Vue
Partie 2 👁️👁️",,true,true,true,false
test,7233466851265629467,Ça te plait ce genre de quizz? #quiz #test #francais #mots #languefr #testfrancais ,1684172748,2023-05-15T17:45:48,false,7233466851265629467,1024,576,122,540p,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/6c5a0942f2d64f3083dcf7dd62e901c3_1684172749~tplv-dmt-logom:tos-useast2a-i-0068-aiso/dddc7287f4e647b18774d252ab13d51a.image?x-expires=1693227600&x-signature=5EDY8iHGJbauySM4ZLLFqen8iKk%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/eeaf2170e79442679bd260c44bf6e194_1684172751?x-expires=1693227600&x-signature=BbbL1Tc001mFTaCL6QlNIz%2FOYAA%3D,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/6e1817954d764e139415c3ade5dcb4e8_1684172750?x-expires=1693227600&x-signature=8c9YwAzvrnfIyQGWADU9nvQxtWk%3D,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-p-0037-aiso/6c5a0942f2d64f3083dcf7dd62e901c3_1684172749~tplv-photomode-video-cover:480:480.jpeg?x-expires=1693227600&x-signature=C746bH0UkVFYmTNmCzpE5IklFRM%3D,805337,mp4,normal,7182656478627906565,yohannquizzculture,Yohann QuizzCulture,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/01bce50d4e8fec01854698d94d8ed4a3~c5_1080x1080.jpeg?x-expires=1693378800&x-signature=q3rQN5BJ5SPqG0%2F88Z2f1nW4ctU%3D,"Rendez vous tous les jours à 20h pour tester tes connaissances! 
Abonne toi 🫶🏼",false,false,23,125300,621200,123,161,7084465663108089857,Chill Vibes,Tollan Kim,false,,192,Chill Vibes,796,6,23,20500,,,,,quiz|test|francais|mots|languefr|testfrancais,|||||,"Quiz mot 
Commun ",,true,true,true,false
